,path,deposit_id,name,latitude,longitude,deposit_type,url
145,mrdata_json/sedexmvt/89.json,89,['Garrycam'],53.65,-7.72,"['MVT', 'Irish']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=89
146,mrdata_json/sedexmvt/160.json,160,['Nunngarut'],71.13,-51.7,"['MVT', 'carb-hst', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=160
147,mrdata_json/sedexmvt/120.json,120,['Kapok'],-18.73,126.01,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=120
148,mrdata_json/sedexmvt/29.json,29,['Bleiberg'],46.67,13.67,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=29
149,mrdata_json/sedexmvt/206.json,206,['Sorby Hills'],-15.45,128.97,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=206
150,mrdata_json/sedexmvt/25.json,25,['Big Syncline'],-29.2,18.83,"['BHT', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=25
151,mrdata_json/sedexmvt/92.json,92,['Goongewa (Twelve Mile Bore)'],-18.63,125.88,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=92
152,mrdata_json/sedexmvt/15.json,15,['Ballinalack'],53.65,-7.47,"['MVT', 'Irish']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=15
153,mrdata_json/sedexmvt/238.json,238,['Yahyali'],38.33,36.32,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=238
154,mrdata_json/sedexmvt/101.json,101,['Harberton Bridge'],53.27,-6.86,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=101
155,mrdata_json/sedexmvt/122.json,122,['Keel'],53.65,-7.73,"['MVT', 'Irish']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=122
156,mrdata_json/sedexmvt/88.json,88,['Gaobanhe'],40.45,117.9,"['sh-hst', 'carb-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=88
157,mrdata_json/sedexmvt/17.json,17,['Bamnia Kalan'],25.04,74.18,"['carb-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=17
158,mrdata_json/sedexmvt/32.json,32,['Blyklippen'],72.1,-24.0,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=32
159,mrdata_json/sedexmvt/37.json,37,['Broken Hill'],-31.97,141.47,"['BHT', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=37
160,mrdata_json/sedexmvt/30.json,30,['Bleikvassli'],65.83,13.83,"['cc-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=30
161,mrdata_json/sedexmvt/163.json,163,['Pavlovskoye'],72.92,55.17,"['MVT', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=163
162,mrdata_json/sedexmvt/114.json,114,['Jason'],63.15,-130.26,"['sh-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=114
163,mrdata_json/sedexmvt/173.json,173,['Prairie Creek'],61.58,-124.83,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=173
164,mrdata_json/sedexmvt/41.json,41,['Bushy Park'],-28.88,23.6,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=41
165,mrdata_json/sedexmvt/2.json,2,['Abu Samar'],17.98,36.38,"['VMS', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=2
166,mrdata_json/sedexmvt/45.json,45,['Canoas'],-24.83,-48.95,"['unclassified', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=45
167,mrdata_json/sedexmvt/219.json,219,['Tongmugou'],34.62,109.98,"['carb-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=219
168,mrdata_json/sedexmvt/84.json,84,['Galmoy'],52.8,-7.59,"['MVT', 'Irish']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=84
169,mrdata_json/sedexmvt/47.json,47,['Castellanos'],22.72,-84.05,"['sh-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=47
170,mrdata_json/sedexmvt/217.json,217,['Tiranga'],25.34,74.54,"['unclassified', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=217
171,mrdata_json/sedexmvt/189.json,189,['Robb Lake'],56.93,-123.72,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=189
172,mrdata_json/sedexmvt/233.json,233,['Villemagne'],44.13,3.45,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=233
173,mrdata_json/sedexmvt/195.json,195,['San Vicente'],-11.23,-75.35,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=195
174,mrdata_json/sedexmvt/64.json,64,['Driftpile'],58.05,-125.95,"['sh-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=64
175,mrdata_json/sedexmvt/220.json,220,['Touissit-Bou Beker'],34.3,-1.48,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=220
176,mrdata_json/sedexmvt/182.json,182,['Red Dog'],68.07,-162.8,"['sh-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=182
177,mrdata_json/sedexmvt/216.json,216,['Tikhi'],25.76,75.24,"['carb-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=216
178,mrdata_json/sedexmvt/127.json,127,['Kuangshanchang'],26.6,103.98,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=127
179,mrdata_json/sedexmvt/109.json,109,['Idol'],36.37,-83.41,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=109
180,mrdata_json/sedexmvt/20.json,20,['Bear-Twit'],64.03,-129.42,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=20
181,mrdata_json/sedexmvt/168.json,168,['Picos de Europa'],43.1,-4.56,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=168
182,mrdata_json/sedexmvt/21.json,21,['Beishan'],25.2,108.1,"['MVT', 'CD']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=21
183,mrdata_json/sedexmvt/128.json,128,['Kuh-e-Surmeh'],28.5,52.5,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=128
184,mrdata_json/sedexmvt/214.json,214,['Tatestown'],53.69,-6.74,"['MVT', 'Irish']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=214
185,mrdata_json/sedexmvt/103.json,103,['Houhongqiao'],25.3,111.72,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=103
186,mrdata_json/sedexmvt/148.json,148,['Monarch-Kicking Horse'],51.43,-116.45,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=148
187,mrdata_json/sedexmvt/80.json,80,['Filizchai'],41.79,46.47,"['sh-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=80
188,mrdata_json/sedexmvt/58.json,58,['Dengjiashan'],33.91,105.75,"['carb-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=58
189,mrdata_json/sedexmvt/126.json,126,['Kootenay King'],49.74,-115.61,"['cc-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=126
190,mrdata_json/sedexmvt/111.json,111,['Irankuh'],32.55,51.68,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=111
191,mrdata_json/sedexmvt/155.json,155,['Navan'],53.66,-6.68,"['MVT', 'Irish']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=155
192,mrdata_json/sedexmvt/196.json,196,['Santa Lucia'],22.65,-83.98,"['sh-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=196
193,mrdata_json/sedexmvt/4.json,4,['Aguilar'],-23.2,-65.7,"['UN', 'cc-hst', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=4
194,mrdata_json/sedexmvt/123.json,123,['Kherzet Youcef'],35.46,5.28,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=123
195,mrdata_json/sedexmvt/107.json,107,['Hyatt'],44.3,-75.33,"['unclassified', 'carb-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=107
196,mrdata_json/sedexmvt/48.json,48,['Century'],-18.75,138.63,"['CR', 'cc-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=48
197,mrdata_json/sedexmvt/124.json,124,['Kholodninskoye'],55.85,109.8,"['sh-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=124
198,mrdata_json/sedexmvt/207.json,207,['South Cirque'],57.51,-125.15,"['sh-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=207
199,mrdata_json/sedexmvt/172.json,172,['Polaris'],75.38,-96.95,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=172
200,mrdata_json/sedexmvt/8.json,8,['Anarraaq'],68.16,-162.96,"['CR', 'carb-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=8
201,mrdata_json/sedexmvt/146.json,146,['Mofjellet'],66.28,14.12,"['unclassified', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=146
202,mrdata_json/sedexmvt/119.json,119,['Kankariya'],26.51,74.65,"['unclassified', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=119
203,mrdata_json/sedexmvt/139.json,139,['Maramungee'],-21.58,140.92,"['unclassified', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=139
204,mrdata_json/sedexmvt/86.json,86,['Ganesh Himal'],28.07,85.18,"['carb-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=86
205,mrdata_json/sedexmvt/161.json,161,['Oldcastle'],53.77,-7.13,"['MVT', 'Irish']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=161
206,mrdata_json/sedexmvt/10.json,10,['Anjireh-Vejin'],32.71,51.15,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=10
207,mrdata_json/sedexmvt/170.json,170,['Pillara (Blendevale)'],-18.32,125.77,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=170
208,mrdata_json/sedexmvt/62.json,62,['Dongjiahe'],28.41,109.41,"['carb-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=62
209,mrdata_json/sedexmvt/224.json,224,['Troya'],42.77,-2.28,"['MVT', 'carb-hst', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=224
210,mrdata_json/sedexmvt/236.json,236,['West Fork'],37.51,-91.12,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=236
211,mrdata_json/sedexmvt/186.json,186,['Rewara'],25.1,74.37,"['unclassified', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=186
212,mrdata_json/sedexmvt/56.json,56,['Dairi (Sopokomil)'],2.83,98.17,"['sh-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=56
213,mrdata_json/sedexmvt/185.json,185,['Reocin'],43.28,-4.41,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=185
214,mrdata_json/sedexmvt/14.json,14,['Ballaria'],24.35,73.73,"['carb-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=14
215,mrdata_json/sedexmvt/134.json,134,['Lisheen'],52.75,-7.75,"['MVT', 'Irish']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=134
216,mrdata_json/sedexmvt/135.json,135,['Luoba'],34.0,105.07,"['carb-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=135
217,mrdata_json/sedexmvt/157.json,157,['Niujiaotang'],26.24,107.66,"['MVT', 'CD']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=157
218,mrdata_json/sedexmvt/67.json,67,['Duncan'],50.37,-116.95,"['MVT', 'carb-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=67
219,mrdata_json/sedexmvt/194.json,194,['Samodi'],25.35,74.55,"['unclassified', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=194
220,mrdata_json/sedexmvt/221.json,221,['Tres Irmas'],-12.33,-41.8,"['MVT', 'Irish']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=221
221,mrdata_json/sedexmvt/117.json,117,['Jubilee'],45.98,-60.96,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=117
222,mrdata_json/sedexmvt/234.json,234,['Wagon Pass'],-17.18,124.63,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=234
223,mrdata_json/sedexmvt/74.json,74,['Emarat'],33.75,49.61,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=74
224,mrdata_json/sedexmvt/209.json,209,['Su (Lik south)'],68.16,-163.21,"['sh-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=209
225,mrdata_json/sedexmvt/34.json,34,['Bou Grine'],36.11,8.94,"['salt dome', 'MVT']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=34
226,mrdata_json/sedexmvt/60.json,60,['Devpura'],25.45,74.63,"['unclassified', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=60
227,mrdata_json/sedexmvt/61.json,61,['Djebba'],36.47,9.09,"['salt dome', 'MVT']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=61
228,mrdata_json/sedexmvt/77.json,77,['Fankou'],25.1,113.62,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=77
229,mrdata_json/sedexmvt/133.json,133,['Lik'],68.17,-163.2,"['CR', 'sh-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=133
230,mrdata_json/sedexmvt/138.json,138,['Maozu'],27.38,103.05,"['carb-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=138
231,mrdata_json/sedexmvt/141.json,141,['Meggen'],51.13,8.08,"['CR', 'carb-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=141
232,mrdata_json/sedexmvt/90.json,90,['Gayna River'],64.93,-130.68,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=90
233,mrdata_json/sedexmvt/44.json,44,['Cannington'],-21.87,140.92,"['BHT', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=44
234,mrdata_json/sedexmvt/28.json,28,['Black Mountain'],-29.23,18.73,"['BHT', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=28
235,mrdata_json/sedexmvt/43.json,43,['Cadjebut Trend'],-18.71,125.96,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=43
236,mrdata_json/sedexmvt/27.json,27,['Black Angel'],71.17,-51.75,"['MVT/Irish', 'MVT', 'carb-hst', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=27
237,mrdata_json/sedexmvt/222.json,222,['Treves'],44.13,3.39,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=222
238,mrdata_json/sedexmvt/11.json,11,['Arrens'],42.95,-0.22,"['carb-hst', 'CD', 'sedex']",https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=11
239,mrdata_json/sedexmvt/5.json,5,['Ain Khala'],35.43,5.29,['MVT'],https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=5
