,deposit_id,deposit_name,url
0,Mr00176,Sierra Blanca mining area,https://mrdata.usgs.gov/deposit/json/Ga-Mr00176
1,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
2,Mr00187,Tutsagubet Mining District,https://mrdata.usgs.gov/deposit/json/Ga-Mr00187
3,Mf00589,"Apex, Apex mine",https://mrdata.usgs.gov/deposit/json/Ga-Mf00589
4,Mo00838,"Apex, Apex deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00838
5,Mo00849,"Apex, Apex surface dumps",https://mrdata.usgs.gov/deposit/json/Ga-Mo00849
6,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
7,Mo00838,"Apex, Apex deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00838
8,Mo00849,"Apex, Apex surface dumps",https://mrdata.usgs.gov/deposit/json/Ga-Mo00849
9,Mr00176,Sierra Blanca mining area,https://mrdata.usgs.gov/deposit/json/Ga-Mr00176
10,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
11,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
12,Mr00187,Tutsagubet Mining District,https://mrdata.usgs.gov/deposit/json/Ga-Mr00187
13,Mo00849,"Apex, Apex surface dumps",https://mrdata.usgs.gov/deposit/json/Ga-Mo00849
14,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
15,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
16,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
17,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
18,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
19,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
20,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
21,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
22,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
23,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
24,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
25,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
26,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
27,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
28,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
29,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
30,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
31,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
32,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
33,Mo00233,"Round Top, Round Top deposit",https://mrdata.usgs.gov/deposit/json/Ga-Mo00233
