,deposit_id,deposit_name,latitude,longitude,deposit_model,url
94,95,NA,26.97,88.65,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=95
95,96,NA,64.43,-132.52,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=96
96,97,NA,62.27,-133.22,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=97
97,98,NA,42.66,124.32,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=98
98,99,NA,27.73,66.48,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=99
99,100,NA,49.15,-117.2,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=100
100,101,NA,53.27,-6.86,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=101
101,102,NA,-20.57,139.47,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=102
102,103,NA,25.3,111.72,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=103
103,104,NA,62.45,-129.18,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=104
104,105,NA,28.41,109.41,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=105
105,106,NA,41.28,106.68,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=106
106,107,NA,44.3,-75.33,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=107
107,108,NA,-16.43,136.1,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=108
108,109,NA,36.37,-83.41,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=109
109,110,NA,38.08,-90.88,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=110
110,111,NA,32.55,51.68,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=111
111,112,NA,25.5,37.25,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=112
112,113,NA,-15.05,-44.75,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=113
113,114,NA,63.15,-130.26,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=114
114,115,NA,49.1,-117.22,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=115
115,116,NA,41.23,109.25,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=116
116,117,NA,45.98,-60.96,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=117
117,118,NA,-18.57,138.84,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=118
118,119,NA,26.51,74.65,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=119
